"date","AQI"
"2016-02-18",78
"2016-02-19",88
"2016-02-20",118
"2016-02-21",149
"2016-02-22",55
"2016-02-23",61
"2016-02-24",45
"2016-02-25",58
"2016-02-26",75
"2016-02-27",69
"2016-02-28",119
"2016-02-29",126
"2016-03-01",141
"2016-03-02",141
"2016-03-03",100
"2016-03-04",128
"2016-03-05",168
"2016-03-06",169
"2016-03-07",104
"2016-03-08",94
"2016-03-09",92
"2016-03-10",49
"2016-03-11",69
"2016-03-12",61
"2016-03-13",78
"2016-03-14",93
"2016-03-15",125
"2016-03-16",109
"2016-03-17",156
"2016-03-18",109
"2016-03-19",141
"2016-03-20",170
"2016-03-21",110
"2016-03-22",45
"2016-03-23",66
"2016-03-24",53
"2016-03-25",114
"2016-03-26",100
"2016-03-27",77
"2016-03-28",77
"2016-03-29",132
"2016-03-30",72
"2016-03-31",58
"2016-04-01",137
"2016-04-02",202
"2016-04-03",168
"2016-04-04",130
"2016-04-05",156
"2016-04-06",56
"2016-04-07",59
"2016-04-08",63
"2016-04-09",49
"2016-04-10",72
"2016-04-11",88
"2016-04-12",114
"2016-04-13",100
"2016-04-14",27
"2016-04-15",55
"2016-04-16",38
"2016-04-17",52
"2016-04-18",82
"2016-04-19",125
"2016-04-20",116
"2016-04-21",63
"2016-04-22",86
"2016-04-23",45
"2016-04-24",86
"2016-04-25",77
"2016-04-26",106
"2016-04-27",91
"2016-04-28",93
"2016-04-29",57
"2016-04-30",75
"2016-05-01",75
"2016-05-02",131
"2016-05-03",80
"2016-05-04",84
"2016-05-05",135
"2016-05-06",150
"2016-05-07",50
"2016-05-08",61
"2016-05-09",58
"2016-05-10",81
"2016-05-11",88
"2016-05-12",108
"2016-05-13",107
"2016-05-14",81
"2016-05-15",38
"2016-05-16",108
"2016-05-17",79
"2016-05-18",95
"2016-05-19",137
"2016-05-20",51
"2016-05-21",63
"2016-05-22",55
"2016-05-23",30
"2016-05-24",78
"2016-05-25",89
"2016-05-26",34
"2016-05-27",59
"2016-05-28",116
"2016-05-29",96
"2016-05-30",88
"2016-05-31",132
"2016-06-01",105
"2016-06-02",60
"2016-06-03",41
"2016-06-04",76
"2016-06-05",62
"2016-06-06",91
"2016-06-07",45
"2016-06-08",75
"2016-06-09",73
"2016-06-10",52
"2016-06-11",54
"2016-06-12",63
"2016-06-13",62
"2016-06-14",69
"2016-06-15",69
"2016-06-16",81
"2016-06-17",81
"2016-06-18",84
"2016-06-19",53
"2016-06-20",104
"2016-06-21",71
"2016-06-22",86
"2016-06-23",115
"2016-06-24",29
"2016-06-25",43
"2016-06-26",66
"2016-06-27",77
"2016-06-28",83
"2016-06-29",70
"2016-06-30",88
"2016-07-01",75
"2016-07-02",82
"2016-07-03",65
"2016-07-04",65
"2016-07-05",63
"2016-07-06",38
"2016-07-07",26
"2016-07-08",51
"2016-07-09",57
"2016-07-10",51
"2016-07-11",54
"2016-07-12",56
"2016-07-13",54
"2016-07-14",30
"2016-07-15",38
"2016-07-16",77
"2016-07-17",145
"2016-07-18",82
"2016-07-19",34
"2016-07-20",74
"2016-07-21",73
"2016-07-22",44
"2016-07-23",30
"2016-07-24",62
"2016-07-25",46
"2016-07-26",46
"2016-07-27",40
"2016-07-28",54
"2016-07-29",87
"2016-07-30",51
"2016-07-31",57
"2016-08-01",65
"2016-08-02",81
"2016-08-03",49
"2016-08-04",69
"2016-08-05",25
"2016-08-06",54
"2016-08-07",67
"2016-08-08",56
"2016-08-09",82
"2016-08-10",44
"2016-08-11",60
"2016-08-12",61
"2016-08-13",81
"2016-08-14",120
"2016-08-15",63
"2016-08-16",56
"2016-08-17",65
"2016-08-18",91
"2016-08-19",69
"2016-08-20",80
"2016-08-21",77
"2016-08-22",61
"2016-08-23",82
"2016-08-24",75
"2016-08-25",100
"2016-08-26",43
"2016-08-27",38
"2016-08-28",63
"2016-08-29",42
"2016-08-30",39
"2016-08-31",64
"2016-09-01",55
"2016-09-02",88
"2016-09-03",98
